Etunimi;Lkm 2023;Lkm 2021;Yleisyysluokka
Iiro;3942;3903;3
Iiro-Matti;7;7;0
Iironpoika;14;13;1
Iiro-Oskari;6;6;0
Iiro-Pekka;14;14;1
Iisac;7;7;0
Iisai;32;27;1
Iisak;1301;1190;3
Iisakki;5700;5681;3
Iise;21;18;1
Iiska;12;12;1
Iisko;48;47;1
Iisku;6;6;0
Iivan;9;7;0
Iivana;12;13;1
Iivar;118;105;2
Iivari;4726;4542;3
Iivo;1388;1126;3
Iivu;9;8;0
Iiwari;11;11;1
Ijaz;6;6;0
Ikaros;10;10;1
Ike;12;11;1
Ikechukwu;21;17;1
Ikenna;24;24;1
Iker;16;15;1
Iki;5;0;0
Iko;23;21;1
Ikram;5;0;0
Iku;9;9;0
Ila;13;13;1
Ilai;14;13;1
Ilan;21;21;1
Ilari;13755;13714;4
Ilarinpoika;16;15;1
Ilario;6;6;0
Ilarion;8;8;0
Ildar;10;10;1
Ile;12;11;1
Ilham;0;5;0
Ilhan;25;23;1
Ilia;90;71;1
Ilian;16;13;1
Ilias;131;112;2
Ilie;7;5;0
Ilija;13;12;1
Ilir;22;21;1
Iliya;6;0;0
Ilja;843;785;2
Iljas;17;16;1
Ilkanpoika;126;125;2
Ilkay;8;7;0
Ilker;11;11;1
Ilkka;14030;14284;4
Ilkka-Christian;8;8;0
Ilkka-Kristian;19;20;1
Ilkka-Matti;6;7;0
Ilkka-Pekka;17;17;1
Ilkka-Tapio;8;8;0
Illi;13;9;1
Illia;5;0;0
Illimar;5;5;0
Illya;5;0;0
Ilmar;57;53;1
Ilmari;69419;70308;4
Ilmarinen;15;14;1
Ilmarinpoika;12;10;1
Ilmi;7;6;0
Ilmo;1186;1239;3
Ilo;273;241;2
Ilon;6;6;0
Ilona;11;0;1
Ilpo;4430;4503;3
Ilponpoika;15;15;1
Ilppo;93;98;1
Ilves;36;28;1
Ilya;104;93;2
Ilyaas;18;18;1
Ilyas;152;132;2
Ilyes;15;15;1
Imad;52;39;1
Iman;25;23;1
Imanuel;29;29;1
Imed;5;5;0
Imer;8;7;0
Immanuel;609;610;2
Immeri;5;6;0
Immo;295;303;2
Immu;17;17;1
Imraan;33;24;1
Imran;99;88;1
Imre;36;37;1
Inari;23;22;1
Indiana;13;10;1
Indigo;20;16;1
Indra;10;8;1
Indrek;26;24;1
Indy;10;7;1
Ingbert;8;8;0
Inge;37;38;1
Ingemar;476;476;2
Ingevald;5;5;0
Ingjald;6;8;0
Ingmar;1161;1222;3
Ingmarsson;11;11;1
Ingo;18;17;1
Ingolf;66;66;1
Ingram;9;9;0
Ingvald;271;280;2
Ingvar;332;331;2
Ingvard;7;7;0
Ingvarsson;5;5;0
Inigo;5;5;0
Inko;6;7;0
Inmar;5;6;0
Inno;5;5;0
Innocent;19;14;1
Inti;9;9;0
Into;704;688;2
Ioan;28;28;1
Ioannis;63;55;1
Ion;20;19;1
Ionel;5;5;0
Ionut;7;7;0
Ior;5;0;0
Iosif;10;9;1
Iouri;28;29;1
Iqbal;25;22;1
Ira;7;8;0
Iraj;7;7;0
Ireneus;8;10;0
Irenius;6;6;0
Irfan;36;32;1
Irmo;5;5;0
Iro;16;15;1
Irving;9;9;0
Irwin;17;16;1
Isa;29;27;1
Isaac;193;172;2
Isaak;12;10;1
Isaaq;6;0;0
Isac;310;293;2
Isai;8;6;0
Isaiah;40;35;1
Isak;1338;1251;3
Isam;19;12;1
Isaskar;7;7;0
Ise;5;5;0
Ishaaq;6;6;0
Ishag;5;0;0
Ishak;22;18;1
Ishan;7;7;0
Ishaq;10;10;1
Ishimwe;5;0;0
Ishmael;7;8;0
Isidor;103;105;2
Iska;24;24;1
Iskander;6;6;0
Isko;67;66;1
Islam;32;30;1
Isma;11;10;1
Ismaan;15;12;1
Ismael;141;127;2
Ismail;368;340;2
Ismaila;5;5;0
Isman;14;15;1
Ismar;5;5;0
Ismari;19;18;1
Ismet;38;38;1
Ismo;6645;6783;3
Ismonpoika;30;29;1
Israel;137;130;2
Issa;32;32;1
Issam;11;5;1
Isse;56;51;1
Istervo;6;7;0
Isto;931;947;2
Istvan;16;16;1
István;43;40;1
Istvàn;5;5;0
Isuf;5;5;0
Itai;7;6;0
Italo;6;6;0
Itamar;7;6;0
Itzhak;7;7;0
Iurii;21;19;1
Ivalo;9;7;0
Ivan;637;578;2
Iván;5;0;0
Ivanov;21;20;1
Ivanovich;6;0;0
Ivar;951;872;2
Ivari;5;0;0
Iver;12;7;1
Ivo;52;49;1
Ivor;6;5;0
Iwan;6;6;0
Iwar;6;6;0
Iyad;12;12;1
Iyed;5;0;0
Izet;8;8;0
Izzet;6;0;0
J;17;17;1
Jaabir;8;8;0
Jaad;5;0;0
Jaafar;28;24;1
Jaafet;8;8;0
Jaajo;192;182;2
Jaak;5;5;0
Jaakim;7;7;0
Jaakkima;164;164;2
Jaakko;37057;37840;4
Jaakko-Ilkka;8;9;0
Jaakko-Juhani;22;22;1
Jaakko-Matti;11;11;1
Jaakko-Olavi;5;5;0
Jaakko-Pekka;29;30;1
Jaakko-Petteri;11;9;1
Jaakko-Sakari;5;5;0
Jaakko-Veikko;6;6;0
Jaako;167;159;2
Jaakob;172;167;2
Jaakonpoika;212;206;2
Jaakop;5;6;0
Jaakoppi;190;200;2
Jaale;5;5;0
Jaan;173;167;2
Jaani;317;315;2
Jaanis;8;7;0
Jaanos;6;6;0
Jaanus;26;24;1
Jaapo;16;12;1
Jaarle;8;7;0
Jaarli;17;17;1
Jaaro;7;7;0
Jaason;7;7;0
Jabar;13;12;1
Jabbar;38;32;1
Jaber;26;25;1
Jabir;9;6;0
Jace;13;12;1
Jacek;18;17;1
Jack;426;398;2
Jackie;9;8;0
Jackson;57;50;1
Jacky;9;8;0
Jaco;7;6;0
Jacob;605;587;2
Jacobus;16;15;1
Jacopo;6;5;0
Jacques;62;60;1
Jacy;5;5;0
Jad;23;20;1
Jade;11;8;1
Jaden;25;19;1
Jadon;7;7;0
Jael;16;15;1
Jafar;28;26;1
Jafet;53;55;1
Jaffet;5;5;0
Jahan;5;0;0
Jahangir;12;12;1
Jahja;6;6;0
Jahje;7;7;0
Jahn;19;19;1
Jahvet;5;6;0
Jahvetti;43;45;1
Jai;10;10;1
Jaiden;5;5;0
Jaime;48;47;1
Jair;7;7;0
Jairi;7;7;0
Jairo;5;0;0
Jake;314;308;2
Jaki;34;35;1
Jakim;13;12;1
Jakke;120;118;2
Jakob;933;914;2
Jakov;32;31;1
Jakub;35;28;1
Jakup;5;5;0
Jalal;37;33;1
Jalava;8;5;0
Jali;246;245;2
Jalil;15;9;1
Jalle;27;26;1
Jallu;13;13;1
Jalmar;379;385;2
Jalmari;12258;12392;4
Jalo;1715;1637;3
Jam;5;5;0
Jama;117;110;2
Jamaal;11;8;1
Jamal;186;158;2
Jame;10;10;1
Jameel;13;10;1
Jamel;6;6;0
James;1290;1208;3
Jameson;7;5;0
Jami;3456;3413;3
Jamie;116;105;2
Jamiel;181;159;2
Jamil;66;60;1
Jamin;12;11;1
Jami-Pekka;5;5;0
Jami-Petteri;21;22;1
Jamir;5;5;0
Jammi;7;7;0
Jammu;7;7;0
Jamo;9;9;0
Jamppa;8;8;0
Jamshid;12;11;1
Jan;9571;9558;3
Ján;5;0;0
Jan-Alexander;5;5;0
Jan-Anders;147;149;2
Janar;7;7;0
Jan-Axel;10;10;1
Jan-Christer;23;23;1
Jan-Christian;62;62;1
Jan-Cristian;6;6;0
Jan-Daniel;7;7;0
Janec;7;7;0
Jan-Eerik;41;41;1
Janek;56;54;1
Jan-Elof;5;5;0
Jan-Emil;19;19;1
Jan-Eric;86;86;1
Jan-Erik;1371;1392;3
Jan-Evert;7;7;0
Jan-Fredrik;12;12;1
Jan-Gunnar;9;9;0
Jan-Gustaf;5;5;0
Jan-Gustav;34;34;1
Jan-Henrik;141;143;2
Jan-Henry;11;10;1
Jan-Håkan;20;21;1
Jani;24020;24095;4
Jani-Aleksi;6;6;0
Janiel;95;90;1
Jani-Erik;6;6;0
Jani-Henrik;6;6;0
Jani-Juhani;15;15;1
Jani-Jukka;11;11;1
Janik;8;8;0
Jani-Kalevi;5;5;0
Jani-Kristian;12;12;1
Jani-Markus;29;28;1
Jani-Matti;91;91;1
Jani-Mikael;15;15;1
Janinpoika;108;103;2
Jani-Pekka;156;157;2
Jani-Petri;42;43;1
Jani-Petteri;199;203;2
Janis;19;18;1
Jani-Tapani;9;9;0
Jani-Tapio;6;6;0
Janiv;6;6;0
Jan-Ivar;0;5;0
Jan-Johan;5;5;0
Jan-Johannes;5;5;0
Jan-Juhani;7;7;0
Janko;16;15;1
Jan-Krister;25;25;1
Jan-Kristian;100;102;2
Jan-Magnus;21;21;1
Jan-Marcus;6;6;0
Jan-Markus;78;78;1
Jan-Martin;13;13;1
Jan-Matias;5;5;0
Jan-Michael;22;23;1
Jan-Mikael;198;198;2
Jann;14;14;1
Janne;29866;29955;4
Janne-Antti;5;5;0
Janne-Joonas;8;8;0
Janne-Juhani;24;24;1
Janne-Jukka;6;6;0
Janne-Kalle;7;7;0
Janne-Kristian;7;7;0
Janne-Markus;12;12;1
Janne-Matias;6;6;0
Janne-Matti;59;59;1
Janne-Mikael;9;9;0
Jannenpoika;229;229;2
Janne-Pekka;137;140;2
Janne-Petri;5;5;0
Janne-Petteri;69;69;1
Janne-Tapio;6;6;0
Janne-Veikko;10;10;1
Janni;7;5;0
Jannick;6;6;0
Jannik;16;15;1
Jannis;30;32;1
Janno;12;12;1
Jannu;12;11;1
Jan-Ola;18;18;1
Jan-Olav;19;19;1
Jan-Ole;78;79;1
Jan-Olof;178;181;2
Jan-Olov;6;6;0
Janos;41;43;1
János;23;21;1
Jan-Oscar;6;6;0
Jan-Oskar;8;8;0
Jan-Otto;9;9;0
Jan-Ove;40;42;1
Jan-Patrick;6;6;0
Jan-Patrik;18;18;1
Jan-Peter;205;205;2
Jan-Petri;5;5;0
Jan-Petter;7;7;0
Jan-Petteri;8;7;0
Janrik;41;40;1
Jan-Robert;16;16;1
Jan-Roger;11;11;1
Jan-Sebastian;20;20;1
Jansson;6;6;0
Jan-Stefan;10;10;1
Janus;42;42;1
Janusz;12;13;1
Jan-Åke;29;29;1
Jape;5;0;0
Japhet;8;7;0
Japi;5;0;0
Jappe;5;0;0
Jarden;5;0;0
Jare;781;718;2
Jared;44;42;1
Jarek;17;16;1
Jarel;6;6;0
Jari;39969;40402;4
Jari-Antero;5;5;0
Jari-Antti;15;15;1
Jari-Heikki;16;17;1
Jari-Juha;11;11;1
Jari-Juhani;33;33;1
Jari-Jukka;56;57;1
Jari-Jussi;12;12;1
Jari-Kalle;0;5;0
Jari-Marko;5;5;0
Jari-Markus;15;15;1
Jarimatti;11;11;1
Jari-Matti;300;302;2
Jari-Mikko;12;12;1
Jarinpoika;357;354;2
Jaripekka;16;16;1
Jari-Pekka;1293;1300;3
Jari-Petri;43;43;1
Jari-Petteri;58;58;1
Jari-Seppo;7;7;0
Jari-Tapani;8;8;0
Jari-Tapio;15;15;1
Jarius;5;0;0
Jari-Veikko;11;11;1
Jari-Vesa;6;6;0
Jari-Ville;9;9;0
Jarke;7;7;0
Jarkka;9;9;0
Jarkke;6;6;0
Jarkko;12436;12506;4
Jarkko-Juhani;11;11;1
Jarkko-Matti;6;6;0
Jarkko-Pekka;16;16;1
Jarkko-Petteri;8;8;0
Jarkko-Tapio;5;5;0
Jarko;216;214;2
Jarkonpoika;82;82;1
Jarl;1157;1182;3
Jarl-Erik;33;34;1
Jarl-Henrik;6;7;0
Jarl-Olof;12;12;1
Jarlsson;7;7;0
Jarma;6;6;0
Jarmo;19756;20186;4
Jarmo-Juhani;8;7;0
Jarmonpoika;97;96;1
Jarne;9;9;0
Jarno;7882;7919;3
Jarno-Juhani;5;5;0
Jarnonpoika;49;47;1
Jarno-Pekka;7;7;0
Jarno-Petteri;9;9;0
Jaro;526;509;2
Jarod;5;5;0
Jaroel;23;17;1
Jarome;5;0;0
Jaromir;56;50;1
Jaron;71;65;1
Jaroslav;57;55;1
Jaroslaw;14;13;1
Jarre;35;34;1
Jarto;27;27;1
Jarvis;5;5;0
Jasem;15;11;1
Jaser;8;7;0
Jasi;9;9;0
Jasim;66;39;1
Jasin;63;59;1
Jasir;15;13;1
Jaska;247;250;2
Jasm;5;5;0
Jasmin;20;17;1
Jasmir;5;5;0
Jasmo;12;12;1
Jaso;45;44;1
Jason;396;376;2
Jaspar;12;12;1
Jasper;3411;3120;3
Jasperi;271;263;2
Jasse;303;289;2
Jasser;12;10;1
Jasseri;5;5;0
Jassim;8;8;0
Jassin;8;8;0
Jassu;9;9;0
Jasu;588;568;2
Jaswinder;5;5;0
Jatro;6;6;0
Jauri;24;24;1
Javad;16;15;1
Javid;7;0;0
Javier;106;102;2
Jawad;45;26;1
Jawid;10;9;1
Jax;64;49;1
Jaxon;37;28;1
Jay;90;85;1
Jayden;106;83;2
Jayson;23;22;1
Jazz;6;6;0
Jean;565;556;2
Jean-Christian;6;6;0
Jean-Claude;10;10;1
Jean-Erik;8;9;0
Jean-Louis;5;5;0
Jean-Marc;7;6;0
Jean-Michel;7;7;0
Jean-Paul;13;14;1
Jean-Peter;6;6;0
Jean-Pierre;12;10;1
Jed;7;7;0
Jedi;65;62;1
Jedidiah;5;6;0
Jedidja;8;8;0
Jeehu;8;8;0
Jeeli;51;46;1
Jeemi;29;28;1
Jeemil;8;6;0
Jeetu;7;7;0
Jeff;26;25;1
Jefferson;11;11;1
Jeffery;6;7;0
Jeffrey;62;56;1
Jefim;7;7;0
Jegor;32;31;1
Jehki;18;18;1
Jehu;10;9;1
Jekki;6;6;0
Jekku;15;15;1
Jelisei;7;6;0
Jelle;5;0;0
Jelmer;5;0;0
Jelmeri;41;38;1
Jemal;6;0;0
Jemi;69;61;1
Jemias;11;7;1
Jemil;11;10;1
Jene;5;0;0
Jens;1128;1119;3
Jensen;9;10;0
Jens-Erik;15;15;1
Jens-Mikael;5;5;0
Jenson;9;7;0
Jens-Peter;7;7;0
Jeppe;66;66;1
Jera;7;6;0
Jere;10857;10813;4
Jered;6;5;0
Jere-Joonas;9;9;0
Jere-Juhani;13;13;1
Jere-Kristian;6;6;0
Jere-Markus;8;8;0
Jere-Matias;19;19;1
Jere-Matti;21;21;1
Jeremi;174;167;2
Jeremia;753;713;2
Jeremiah;89;84;1
Jeremias;3756;3661;3
Jeremie;15;16;1
Jérémie;5;5;0
Jeremy;239;231;2
Jerenpoika;20;16;1
Jere-Pekka;23;23;1
Jere-Petteri;36;36;1
Jere-Santeri;5;5;0
Jeri;154;146;2
Jericho;13;13;1
Jerico;14;14;1
Jeriel;9;8;0
Jeriko;27;25;1
Jerka;5;5;0
Jerker;159;162;2
Jerkka;16;15;1
Jerkko;45;46;1
Jerko;24;23;1
Jermi;8;8;0
Jermo;13;13;1
Jermu;286;280;2
Jero;178;171;2
Jeroen;7;7;0
Jerome;143;137;2
Jérôme;8;8;0
Jerreh;5;0;0
Jerri;98;94;1
Jerry;1638;1604;3
Jerry-Petteri;5;6;0
Jerzy;21;21;1
Jesaja;20;19;1
Jesper;2521;2433;3
Jesperi;636;618;2
Jesse;12396;12351;4
Jesse-Joonas;16;16;1
Jesse-Joonatan;6;6;0
Jesse-Juhani;13;13;1
Jesse-Julius;6;6;0
Jesse-Matias;10;10;1
Jessenpoika;14;13;1
Jesse-Pekka;16;17;1
Jesse-Petteri;19;19;1
Jessie;5;5;0
Jesus;39;36;1
Jesús;11;11;1
Jeter;6;6;0
Jethro;32;31;1
Jeton;17;17;1
Jetro;313;313;2
Jevgeni;77;75;1
Jhon;12;11;1
Jhonny;13;13;1
Ji;6;6;0
Jia;13;13;1
Jian;18;17;1
Jibril;31;27;1
Jico;19;17;1
Jie;16;16;1
Jihad;15;10;1
Jii;7;7;0
Jiko;26;26;1
Jilali;5;0;0
Jilo;6;5;0
Jim;717;717;2
Jimi;5165;5043;3
Jimi-Petteri;5;5;0
Jimmi;18;18;1
Jimmie;33;34;1
Jimmy;877;867;2
Jimy;12;11;1
Jin;18;17;1
Jing;6;6;0
Jino;16;14;1
Jiri;1403;1371;3
Jiri-Pekka;8;8;0
Jirka;162;161;2
Jirko;81;80;1
Jiro;166;156;2
Jiska;23;23;1
Jit;5;5;0
Jnr;5;0;0
Jo;9;9;0
Joa;485;447;2
Joachim;648;630;2
Joacim;148;144;2
Joackim;19;20;1
Joah;18;14;1
Joakim;4978;4816;3
Joakimsson;5;5;0
Joakkim;8;8;0
Joan;29;28;1
Joannes;5;0;0
Joannis;15;15;1
Joao;19;18;1
João;27;25;1
Joaquim;24;22;1
Joaquin;20;19;1
Joar;87;79;1
Joas;43;40;1
Job;10;9;1
Jobi;10;12;1
Jochen;25;25;1
Jochum;12;12;1
Jocke;16;16;1
Jockum;33;33;1
Joda;12;9;1
Joe;262;263;2
Joel;11195;10716;4
Joël;22;22;1
Joeli;126;125;2
Joelinpoika;6;5;0
Joel-Juhani;5;5;0
Joel-Kristian;5;5;0
Joel-Mikael;5;5;0
Joen;5;5;0
Joey;9;9;0
Jofiel;34;31;1
Johan;16543;16586;4
Johanas;8;8;0
Johan-Erik;17;17;1
Johan-Henrik;6;6;0
Johani;10;8;1
Johan-Kristian;5;6;0
Johann;223;219;2
Johanna;14;12;1
Johanneksenpoika;14;13;1
Johannes;132734;134252;5
Johanni;11;11;1
Johan-Petter;5;5;0
Johansson;9;9;0
John;3908;3821;3
John-Anders;6;6;0
Johnathan;7;7;0
John-Eric;13;13;1
John-Erik;69;69;1
John-Mikael;5;5;0
Johnnie;8;8;0
Johnny;861;862;2
John-Olof;5;5;0
John-Peter;6;6;0
Johnson;17;15;1
Johny;39;39;1
Jojo;7;5;0
Jokke;95;93;1
Jokko;6;6;0
Jolle;9;8;0
Joma;5;0;0
Jomi;66;63;1
Jommi;28;28;1
Jon;921;905;2
Jón;8;7;0
Jona;97;90;1
Jonah;113;109;2
Jonas;2812;2779;3
Jonatan;1704;1666;3
Jonathan;2550;2494;3
Jonathon;13;13;1
Jone;264;253;2
Jonel;6;6;0
Jon-Erik;13;13;1
Jones;29;25;1
Jon-Henrik;5;5;0
Joni;15327;15335;4
Joniel;10;10;1
Joni-Juhani;16;16;1
Joni-Jukka;5;5;0
Joni-Jussi;7;7;0
Joni-Kristian;12;12;1
Joni-Markus;26;26;1
Joni-Matias;5;5;0
Jonimatti;5;5;0
Joni-Matti;45;45;1
Joni-Mikael;17;17;1
Joni-Mikko;6;6;0
Joninpoika;44;37;1
Joni-Oskari;7;7;0
Joni-Pekka;88;89;1
Joni-Petri;21;21;1
Joni-Petteri;96;96;1
Jonis;8;8;0
Joni-Santeri;5;5;0
Joni-Ville;6;6;0
Jonn;5;5;0
Jonne;3663;3673;3
Jonnenpoika;12;12;1
Jonne-Pekka;11;11;1
Jonni;686;680;2
Jonnie;23;23;1
Jonnu;5;5;0
Jonny;428;424;2
Jonte;21;21;1
Jontte;26;24;1
Jonttu;15;14;1
Jony;71;70;1
Jooa;2363;2054;3
Jooas;29;27;1
Jooel;127;124;2
Joon;7;7;0
Joona;12342;12217;4
Joona-Aleksi;6;6;0
Joona-Kristian;5;5;0
Joonaksenpoika;27;25;1
Joona-Matias;12;12;1
Joona-Mikael;7;7;0
Joonanpoika;10;9;1
Joona-Oskari;7;7;0
Joona-Pekka;13;13;1
Joona-Petteri;18;18;1
Joonas;18251;18227;4
Joonas-Petteri;29;29;1
Joonatan;7997;7791;3
Joonathan;30;30;1
Jooni;9;8;0
Joonia;34;34;1
Joonis;9;9;0
Joopi;13;13;1
Joosa;46;45;1
Joose;1091;1036;3
Joosef;108;105;2
Joosep;8;8;0
Jooseppi;883;910;2
Joosia;26;24;1
Joosu;49;47;1
Joosua;662;621;2
Jope;5;5;0
Jopi;45;47;1
Joppe;13;13;1
Joram;8;7;0
Jordan;114;101;2
Jordi;7;7;0
Jore;65;62;1
Jorge;78;68;1
Jorgos;10;11;1
Jori;1605;1619;3
Jori-Matti;11;11;1
Jorinpoika;13;10;1
Jori-Pekka;29;29;1
Jori-Petteri;10;10;1
Joris;13;12;1
Jorkka;5;5;0
Jorma;21398;22585;4
Jorma-Juhani;6;7;0
Jormanpoika;69;70;1
Josa;26;26;1
Jose;1042;1000;3
José;169;161;2
Josef;434;427;2
Josep;12;12;1
Jose-Pekka;6;6;0
Joseph;515;491;2
Josh;9;10;0
Joshua;483;448;2
Josi;70;70;1
Josia;57;52;1
Josiah;33;28;1
Josias;22;21;1
Joska;107;107;2
Josper;7;7;0
Josse;16;16;1
Josu;15;14;1
Josua;174;164;2
Josue;10;8;1
Josué;6;5;0
Jotaarkka;11;11;1
Jotham;5;5;0
Jouka;138;136;2
Joukamo;7;7;0
Jouki;6;6;0
Jouko;16910;17584;4
Joukonpoika;68;67;1
Jouna;45;45;1
Jouni;18713;18965;4
Jouni-Juhani;5;5;0
Jouni-Matti;12;13;1
Jouninpoika;133;131;2
Jouni-Pekka;31;32;1
Jouni-Petteri;7;7;0
Jouni-Tapio;7;7;0
Jousia;150;147;2
Joutsi;24;26;1
Jovan;15;12;1
Jovian;5;0;0
Jovnna;10;10;1
Joy;18;12;1
Jozef;10;10;1
József;15;13;1
Jr;47;37;1
Jr.;18;16;1
Juan;211;206;2
Judah;10;8;1
Jude;26;24;1
Juel;6;6;0
Juha;53246;53881;4
Juha-Antero;7;7;0
Juha-Antti;50;52;1
Juhael;7;7;0
Juha-Erik;5;5;0
Juha-Erkki;16;16;1
Juha-Heikki;43;43;1
Juha-Jaakko;19;19;1
Juha-Kalevi;6;6;0
Juha-Kalle;6;6;0
Juha-Kristian;5;5;0
Juha-Markku;12;12;1
Juha-Markus;32;32;1
Juha-Martti;12;12;1
Juha-Matias;9;9;0
Juhamatti;146;146;2
Juha-Matti;2324;2336;3
Juha-Mikael;14;14;1
Juha-Mikko;38;38;1
Juhan;157;157;2
Juhán;8;7;0
Juhana;8834;8854;3
Juhananpoika;29;27;1
Juhani;280282;284716;5
Juhaninpoika;101;99;2
Juhanna;6;6;0
Juhannes;17;16;1
Juhanni;45;47;1
Juhannus;8;7;0
Juhanpoika;564;557;2
Juha-Olavi;8;9;0
Juhapekka;74;74;1
Juha-Pekka;3295;3325;3
Juha-Pentti;7;7;0
Juha-Pertti;11;12;1
Juha-Petri;134;135;2
Juha-Petteri;149;150;2
Juha-Sakari;5;5;0
Juha-Tapani;15;15;1
Juha-Tapio;28;28;1
Juha-Tuomas;11;11;1
Juha-Veikko;27;28;1
Juha-Veli;13;15;1
Juha-Ville;31;31;1
Juhi;6;6;0
Juho;26696;26707;4
Juho-Aleksi;12;12;1
Juho-Antti;78;77;1
Juho-Eemeli;9;9;0
Juho-Eemil;15;15;1
Juho-Eerik;6;6;0
Juho-Emil;8;8;0
Juho-Erik;13;13;1
Juho-Erkki;7;7;0
Juho-Heikki;33;34;1
Juho-Henrik;6;6;0
Juho-Ilmari;5;5;0
Juho-Jaakko;26;26;1
Juho-Joonas;9;9;0
Juho-Kalle;16;16;1
Juho-Kustaa;10;10;1
Juho-Kusti;20;20;1
Juho-Lauri;6;7;0
Juho-Markus;6;6;0
Juho-Matias;38;38;1
Juhomatti;15;14;1
Juho-Matti;167;167;2
Juho-Mikael;6;6;0
Juho-Mikko;18;18;1
Juhonpoika;116;104;2
Juho-Olavi;5;5;0
Juho-Olli;6;6;0
Juho-Oskari;21;21;1
Juho-Otto;5;5;0
Juhopekka;27;27;1
Juho-Pekka;283;285;2
Juho-Pekko;6;6;0
Juho-Perttu;6;6;0
Juho-Petri;6;6;0
Juho-Petteri;81;81;1
Juho-Pietari;5;5;0
Juho-Santeri;6;6;0
Juho-Tuomas;19;19;1
Juho-Valtteri;9;9;0
Juho-Veikko;12;12;1
Juho-Ville;33;33;1
Juice;9;8;0
Jukanpoika;391;382;2
Juke;5;0;0
Jukka;39308;39946;4
Jukka-Antero;9;9;0
Jukka-Joonas;5;5;0
Jukkamatti;5;5;0
Jukka-Matti;70;72;1
Jukkapekka;45;46;1
Jukka-Pekka;3000;3029;3
Jukka-Petri;21;21;1
Jukka-Petteri;71;71;1
Jukka-Sakari;9;9;0
Jukka-Tapani;14;14;1
Jukka-Tapio;28;29;1
Jukka-Veikko;8;8;0
Jukka-Veli;7;7;0
Jukka-Ville;7;7;0
Jukke;5;5;0
Juko;24;24;1
Juksu;6;5;0
Jules;59;53;1
Juli;10;9;1
Julia;13;0;1
Julian;727;663;2
Juliano;5;5;0
Julias;9;9;0
Julien;55;51;1
Julio;48;46;1
Julius;11363;10838;4
Juljan;6;5;0
Julle;81;79;1
Juma;8;6;0
Jumaah;5;0;0
Jumah;5;5;0
Jumale;5;5;0
Jun;41;39;1
Junaid;7;0;0
Junes;7;7;0
Jung;11;8;1
Junior;291;280;2
Juniori;15;15;1
Juniper;5;5;0
Junius;5;5;0
Junno;20;20;1
Junnu;102;98;2
Juno;75;64;1
Junus;6;5;0
Jupe;5;5;0
Jupiter;74;68;1
Jura;68;70;1
Jurek;6;0;0
Jurgen;0;5;0
Juri;565;554;2
Jurii;6;5;0
Jurij;23;23;1
Jurkka;37;39;1
Jurmo;5;0;0
Jurva;9;9;0
Jusa;206;203;2
Jusef;19;17;1
Jusif;7;6;0
Juska;147;142;2
Jussa;113;110;2
Jusse;14;14;1
Jussi;22207;22360;4
Jussi-Antti;9;9;0
Jussi-Eemeli;6;6;0
Jussi-Heikki;12;12;1
Jussi-Joonas;11;11;1
Jussi-Matias;9;8;0
Jussimatti;9;9;0
Jussi-Matti;69;69;1
Jussi-Mikael;5;5;0
Jussi-Mikko;12;12;1
Jussinpoika;264;258;2
Jussi-Oskari;7;7;0
Jussipekka;30;30;1
Jussi-Pekka;771;778;2
Jussi-Petteri;116;118;2
Jussi-Sakari;6;6;0
Jussi-Tapani;6;6;0
Jussi-Tapio;10;10;1
Jussi-Tuomas;10;10;1
Jussi-Veikko;7;7;0
Jussi-Ville;10;10;1
Justas;5;5;0
Justice;9;8;0
Justimus;5;0;0
Justin;126;119;2
Justo;0;5;0
Justus;2365;2238;3
Jusu;55;50;1
Jusuf;34;31;1
Juuda;7;7;0
Juuhan;7;7;0
Juusa;18;17;1
Juuse;163;141;2
Juuso;10723;10674;4
Juuso-Matias;11;11;1
Juuso-Matti;6;6;0
Juusonpoika;36;31;1
Juuso-Oskari;7;7;0
Juuso-Pekka;18;18;1
Juuso-Petteri;31;31;1
Juuso-Valtteri;7;7;0
Juuso-Ville;6;6;0
Jwan;5;0;0
Jykä;6;5;0
Jymy;81;70;1
Jyrgen;5;5;0
Jürgen;73;76;1
Jyri;4464;4482;3
Jüri;38;37;1
Jyri-Jukka;8;8;0
Jyri-Matti;25;25;1
Jyrinpoika;36;36;1
Jyri-Pekka;78;79;1
Jyri-Petri;12;12;1
Jyri-Petteri;35;36;1
Jyri-Ville;6;6;0
Jyrki;9679;9842;3
Jyrki-Juhani;6;6;0
Jyrkinpoika;62;64;1
Jyrki-Pekka;11;11;1
Jyrki-Petteri;6;6;0
Jyry;177;177;2
Jysky;7;6;0
Jyväs;9;9;0
Jöns;7;7;0
Jöran;17;17;1
Jörg;25;25;1
Jörgen;631;651;2
Jörn;48;49;1
K;6;5;0
K.;7;7;0
Ka;22;22;1
Kaabriel;5;5;0
Kaafi;7;6;0
Kaaleb;16;15;1
Kaaleppi;21;21;1
Kaamos;33;19;1
Kaan;53;48;1
Kaaperi;14;14;1
Kaapo;2450;2286;3
Kaappo;68;66;1
Kaapre;11;11;1
Kaapriel;51;51;1
Kaaprieli;14;13;1
Kaapro;82;83;1
Kaarel;16;15;1
Kaarl;10;11;1
Kaarle;1610;1612;3
Kaarlo;9102;9348;3
Kaarlonpoika;11;11;1
Kaarna;5;0;0
Kaarne;34;24;1
Kaaro;6;6;0
